GameID,Gender,Season,DayNum,GameType,isRegularSeason,isTourney,HasBoxscore,WTeamID,LTeamID,WScore,LScore,ScoreDiff,TotalScore,WLoc,NeutralSite,WHome,WAway,LHome,LAway,NumOT,WSeed,WSeedNum,WSeedRegion,LSeed,LSeedNum,LSeedRegion,WCoachName,LCoachName,WMasseyMeanRank,WMasseyMedianRank,WMasseyBestRank,WMasseyWorstRank,LMasseyMeanRank,LMasseyMedianRank,LMasseyBestRank,LMasseyWorstRank,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WCoachStartDayNum,WCoachEndDayNum,LCoachStartDayNum,LCoachEndDayNum,WMasseyDayNum,WMasseySystemCount,WMasseyTop10Count,WMasseyTop25Count,WMassey_BOB,WMassey_COL,WMassey_DOK,WMassey_MAS,WMassey_MOR,WMassey_POM,WMassey_RPI,WMassey_SAG,WMassey_WLK,LMasseyDayNum,LMasseySystemCount,LMasseyTop10Count,LMasseyTop25Count,LMassey_BOB,LMassey_COL,LMassey_DOK,LMassey_MAS,LMassey_MOR,LMassey_POM,LMassey_RPI,LMassey_SAG,LMassey_WLK,_row_order,_is_tournament
M_2014_137_1235_1300,M,2014,137,NCAATourney,0,1,1,1235,1300,93,75,18,168,N,1,0,0,0,0,0,W03,3.0,W,W14,14.0,W,fred_hoiberg,levelle_moton,12.676923076923076,12.0,5.0,40.0,85.54838709677419,86.5,26.0,155.0,35,55,9,17,14,16,10,24,21,9,5,5,14,30,65,5,16,10,12,13,11,12,6,3,5,13,0.0,154.0,0.0,154.0,133.0,65.0,28.0,63.0,9.0,6.0,16.0,7.0,20.0,23.0,7.0,13.0,14.0,133.0,62.0,0.0,0.0,105.0,98.0,78.0,85.0,92.0,74.0,99.0,83.0,96.0,61260,True
M_2014_137_1243_1246,M,2014,137,NCAATourney,0,1,1,1246,1243,56,49,7,105,N,1,0,0,0,0,0,Y08,8.0,Y,Y09,9.0,Y,john_calipari,bruce_weber,21.904761904761905,22.0,8.0,37.0,46.16129032258065,45.0,28.0,84.0,19,50,4,15,14,21,13,27,8,15,4,7,11,19,53,5,21,6,12,9,19,8,10,7,3,20,0.0,154.0,0.0,154.0,133.0,63.0,2.0,46.0,18.0,22.0,19.0,25.0,26.0,17.0,17.0,18.0,16.0,133.0,62.0,0.0,0.0,40.0,42.0,40.0,58.0,53.0,43.0,51.0,40.0,49.0,61261,True
M_2014_137_1269_1397,M,2014,137,NCAATourney,0,1,1,1397,1269,86,67,19,153,N,1,0,0,0,0,0,Y11b,11.0,Y,Y06,6.0,Y,cuonzo_martin,derek_kellogg,33.70967741935484,34.0,6.0,58.0,39.32258064516129,37.0,17.0,82.0,30,56,2,14,24,31,10,27,16,12,8,3,13,28,66,3,11,8,11,14,19,12,13,8,1,21,0.0,154.0,0.0,154.0,133.0,62.0,3.0,21.0,31.0,48.0,14.0,42.0,15.0,11.0,42.0,25.0,25.0,133.0,62.0,0.0,8.0,37.0,25.0,53.0,41.0,64.0,50.0,23.0,47.0,40.0,61262,True
M_2014_137_1307_1390,M,2014,137,NCAATourney,0,1,1,1390,1307,58,53,5,111,N,1,0,0,0,0,0,X10,10.0,X,X07,7.0,X,johnny_dawkins,craig_neal,39.63934426229508,38.0,25.0,63.0,22.03076923076923,20.0,8.0,39.0,19,49,8,15,12,17,5,30,10,10,6,5,20,19,52,4,21,11,19,9,28,12,10,2,2,18,0.0,154.0,0.0,154.0,133.0,61.0,0.0,1.0,36.0,38.0,35.0,35.0,41.0,36.0,41.0,33.0,32.0,133.0,65.0,2.0,41.0,30.0,17.0,31.0,16.0,28.0,28.0,12.0,31.0,31.0,61263,True
M_2014_137_1314_1344,M,2014,137,NCAATourney,0,1,1,1314,1344,79,77,2,156,N,1,0,0,0,0,0,W06,6.0,W,W11,11.0,W,roy_williams,ed_cooley,24.907692307692308,25.0,7.0,48.0,43.0,41.5,23.0,78.0,33,71,4,15,9,13,21,19,15,9,7,4,19,28,53,4,16,17,21,9,17,12,10,4,8,14,0.0,154.0,0.0,154.0,133.0,65.0,1.0,34.0,25.0,29.0,26.0,24.0,19.0,25.0,25.0,27.0,27.0,133.0,62.0,0.0,1.0,45.0,36.0,45.0,23.0,33.0,48.0,40.0,45.0,45.0,61264,True
M_2014_137_1372_1433,M,2014,137,NCAATourney,0,1,1,1372,1433,77,75,2,152,N,1,0,0,0,0,1,X12,12.0,X,X05,5.0,X,brad_underwood,shaka_smart,60.854838709677416,62.0,4.0,126.0,22.83076923076923,22.0,12.0,44.0,27,51,6,16,17,23,10,25,16,17,6,2,16,30,65,8,21,7,11,11,18,13,11,11,5,21,0.0,154.0,0.0,154.0,133.0,62.0,1.0,4.0,72.0,49.0,77.0,43.0,113.0,55.0,52.0,82.0,72.0,133.0,65.0,0.0,48.0,29.0,24.0,18.0,22.0,17.0,12.0,13.0,23.0,21.0,61265,True
M_2014_137_1409_1417,M,2014,137,NCAATourney,0,1,1,1417,1409,76,59,17,135,N,1,0,0,0,0,0,X04,4.0,X,X13,13.0,X,steve_alford,danny_manning,16.015384615384615,15.0,7.0,27.0,77.74193548387096,79.5,32.0,164.0,29,63,5,16,13,15,13,23,17,10,11,5,13,21,57,7,19,10,14,12,21,14,16,2,2,18,0.0,154.0,0.0,154.0,133.0,65.0,10.0,62.0,16.0,15.0,8.0,9.0,11.0,18.0,14.0,15.0,12.0,133.0,62.0,0.0,0.0,76.0,82.0,61.0,64.0,67.0,65.0,73.0,71.0,83.0,61266,True
M_2014_138_1163_1437,M,2014,138,NCAATourney,0,1,1,1163,1437,77,65,12,142,N,1,0,0,0,0,0,W07,7.0,W,W02,2.0,W,kevin_ollie,jay_wright,22.907692307692308,22.0,10.0,38.0,5.8,5.0,3.0,14.0,23,52,9,20,22,28,7,29,10,11,11,2,17,18,51,11,31,18,24,6,24,10,16,6,2,24,0.0,154.0,0.0,154.0,133.0,65.0,1.0,46.0,21.0,26.0,21.0,18.0,16.0,26.0,22.0,24.0,29.0,133.0,65.0,61.0,65.0,4.0,4.0,7.0,8.0,6.0,7.0,5.0,4.0,5.0,61267,True
M_2014_138_1173_1393,M,2014,138,NCAATourney,0,1,1,1173,1393,55,53,2,108,N,1,0,0,0,0,0,X11,11.0,X,X03,3.0,X,archie_miller,jim_boeheim,50.47540983606557,50.0,32.0,73.0,14.33846153846154,13.0,5.0,36.0,19,46,7,16,10,18,11,24,12,14,7,4,16,21,54,0,10,11,14,11,20,4,9,6,7,16,0.0,154.0,0.0,154.0,133.0,61.0,0.0,0.0,54.0,40.0,55.0,52.0,56.0,51.0,43.0,58.0,54.0,133.0,65.0,21.0,60.0,13.0,8.0,22.0,15.0,21.0,14.0,16.0,19.0,18.0,61268,True
M_2014_138_1196_1338,M,2014,138,NCAATourney,0,1,1,1196,1338,61,45,16,106,N,1,0,0,0,0,0,X01,1.0,X,X09,9.0,X,billy_donovan,jamie_dixon,2.0923076923076924,2.0,1.0,10.0,24.5,22.0,12.0,42.0,25,58,5,20,6,9,14,24,9,6,10,5,7,19,51,4,17,3,6,10,21,14,11,4,2,12,0.0,154.0,0.0,154.0,133.0,65.0,65.0,65.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,133.0,62.0,0.0,39.0,20.0,31.0,20.0,19.0,18.0,16.0,39.0,20.0,17.0,61269,True
M_2014_138_1217_1277,M,2014,138,NCAATourney,0,1,1,1277,1217,80,73,7,153,N,1,0,0,0,0,0,W04,4.0,W,W12,12.0,W,tom_izzo,tommy_amaker,12.092307692307692,12.0,5.0,24.0,41.37096774193548,39.0,8.0,66.0,28,57,7,21,17,22,10,24,17,11,9,1,20,22,53,6,17,23,30,8,24,8,11,4,3,17,0.0,154.0,0.0,154.0,133.0,65.0,24.0,65.0,7.0,12.0,10.0,6.0,5.0,10.0,18.0,8.0,10.0,133.0,62.0,1.0,3.0,55.0,47.0,34.0,39.0,37.0,33.0,46.0,35.0,39.0,61270,True
M_2014_138_1257_1387,M,2014,138,NCAATourney,0,1,1,1257,1387,66,51,15,117,N,1,0,0,0,0,0,Y04,4.0,Y,Y05,5.0,Y,rick_pitino,jim_crews,6.507692307692308,5.0,1.0,20.0,31.21538461538461,30.0,12.0,70.0,22,49,6,17,16,24,10,27,14,19,9,5,18,21,53,0,15,9,16,9,21,10,18,9,0,19,0.0,154.0,0.0,154.0,133.0,65.0,50.0,65.0,11.0,16.0,1.0,5.0,1.0,2.0,19.0,2.0,2.0,133.0,65.0,0.0,22.0,33.0,23.0,41.0,33.0,49.0,34.0,27.0,36.0,35.0,61271,True
M_2014_138_1276_1400,M,2014,138,NCAATourney,0,1,1,1276,1400,79,65,14,144,N,1,0,0,0,0,0,Y02,2.0,Y,Y07,7.0,Y,john_beilein,rick_barnes,12.015384615384615,11.0,4.0,26.0,35.25806451612903,34.5,20.0,57.0,24,54,14,28,17,21,11,19,16,4,5,2,12,23,62,4,11,15,16,21,20,14,9,3,3,16,0.0,154.0,0.0,154.0,133.0,65.0,28.0,64.0,10.0,13.0,13.0,10.0,7.0,15.0,11.0,10.0,13.0,133.0,62.0,0.0,9.0,32.0,30.0,38.0,31.0,55.0,37.0,36.0,39.0,36.0,61272,True
M_2014_138_1295_1361,M,2014,138,NCAATourney,0,1,1,1361,1295,63,44,19,107,N,1,0,0,0,0,0,Z04,4.0,Z,Z12,12.0,Z,steve_fisher,saul_phillips,16.76923076923077,16.0,3.0,34.0,56.14754098360656,59.0,25.0,105.0,19,44,7,16,18,24,8,30,8,6,4,2,16,15,47,2,11,12,17,7,20,5,6,1,2,17,0.0,154.0,0.0,154.0,133.0,65.0,13.0,55.0,17.0,11.0,28.0,13.0,30.0,21.0,15.0,22.0,22.0,133.0,61.0,0.0,2.0,69.0,55.0,50.0,46.0,60.0,53.0,35.0,65.0,63.0,61273,True
M_2014_138_1332_1458,M,2014,138,NCAATourney,0,1,1,1458,1332,85,77,8,162,N,1,0,0,0,0,0,Z02,2.0,Z,Z07,7.0,Z,bo_ryan,dana_altman,9.36923076923077,9.0,1.0,17.0,27.41269841269841,28.0,19.0,37.0,29,60,11,28,16,25,14,22,15,8,1,1,17,24,49,8,18,21,23,3,23,9,8,5,1,23,0.0,154.0,0.0,154.0,133.0,65.0,38.0,65.0,5.0,7.0,12.0,11.0,9.0,13.0,6.0,9.0,9.0,133.0,63.0,0.0,21.0,27.0,27.0,29.0,29.0,32.0,30.0,28.0,30.0,23.0,61274,True
M_2014_139_1112_1211,M,2014,139,NCAATourney,0,1,1,1112,1211,84,61,23,145,N,1,0,0,0,0,0,Z01,1.0,Z,Z08,8.0,Z,sean_miller,mark_few,2.3846153846153846,2.0,1.0,6.0,22.571428571428573,22.0,10.0,51.0,32,65,7,18,13,18,7,21,24,6,15,8,18,22,54,6,16,11,13,11,28,13,21,3,5,14,0.0,154.0,0.0,154.0,133.0,65.0,65.0,65.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,133.0,63.0,3.0,45.0,28.0,20.0,17.0,21.0,24.0,19.0,20.0,21.0,20.0,61275,True
M_2014_139_1124_1166,M,2014,139,NCAATourney,0,1,1,1124,1166,85,55,30,140,N,1,0,0,0,0,0,Z06,6.0,Z,Z03,3.0,Z,scott_drew,greg_mcdermott,29.3015873015873,29.0,14.0,52.0,11.25,11.0,5.0,24.0,30,47,11,18,14,21,5,27,19,8,2,3,11,22,55,5,24,6,9,8,14,11,8,4,0,19,0.0,154.0,0.0,154.0,133.0,63.0,0.0,16.0,24.0,28.0,30.0,26.0,27.0,31.0,30.0,29.0,30.0,133.0,64.0,28.0,64.0,12.0,10.0,11.0,17.0,10.0,9.0,10.0,11.0,6.0,61276,True
M_2014_139_1235_1314,M,2014,139,NCAATourney,0,1,1,1235,1314,85,83,2,168,N,1,0,0,0,0,0,W03,3.0,W,W06,6.0,W,fred_hoiberg,roy_williams,12.676923076923076,12.0,5.0,40.0,24.907692307692308,25.0,7.0,48.0,29,66,12,26,15,21,11,26,16,14,6,1,17,33,70,8,20,9,15,12,26,10,12,8,4,21,0.0,154.0,0.0,154.0,133.0,65.0,28.0,63.0,9.0,6.0,16.0,7.0,20.0,23.0,7.0,13.0,14.0,133.0,65.0,1.0,34.0,25.0,29.0,26.0,24.0,19.0,25.0,25.0,27.0,27.0,61277,True
M_2014_139_1242_1390,M,2014,139,NCAATourney,0,1,1,1390,1242,60,57,3,117,N,1,0,0,0,0,0,X10,10.0,X,X02,2.0,X,johnny_dawkins,bill_self,39.63934426229508,38.0,25.0,63.0,7.123076923076923,6.0,3.0,18.0,21,47,0,9,18,26,8,29,6,16,10,4,15,19,58,5,16,14,18,13,22,7,14,9,2,22,0.0,154.0,0.0,154.0,133.0,61.0,0.0,1.0,36.0,38.0,35.0,35.0,41.0,36.0,41.0,33.0,32.0,133.0,65.0,53.0,65.0,3.0,5.0,5.0,14.0,13.0,8.0,3.0,6.0,4.0,61278,True
M_2014_139_1246_1455,M,2014,139,NCAATourney,0,1,1,1246,1455,78,76,2,154,N,1,0,0,0,0,0,Y08,8.0,Y,Y01,1.0,Y,john_calipari,gregg_marshall,21.904761904761905,22.0,8.0,37.0,5.892307692307693,4.0,1.0,19.0,27,50,8,18,16,22,10,22,11,11,6,3,15,27,49,10,21,12,18,4,19,14,9,6,3,21,0.0,154.0,0.0,154.0,133.0,63.0,2.0,46.0,18.0,22.0,19.0,25.0,26.0,17.0,17.0,18.0,16.0,133.0,65.0,52.0,65.0,14.0,3.0,9.0,2.0,12.0,5.0,4.0,12.0,11.0,61279,True
M_2014_139_1272_1438,M,2014,139,NCAATourney,0,1,1,1438,1272,78,60,18,138,N,1,0,0,0,0,0,W01,1.0,W,W08,8.0,W,tony_bennett,josh_pastner,7.184615384615385,7.0,3.0,14.0,37.3015873015873,37.0,15.0,57.0,30,54,5,11,13,16,6,34,13,10,3,6,16,24,59,3,13,9,21,8,20,16,6,7,3,14,0.0,154.0,0.0,154.0,133.0,65.0,56.0,65.0,6.0,9.0,4.0,3.0,3.0,4.0,8.0,5.0,7.0,133.0,63.0,0.0,4.0,34.0,35.0,43.0,37.0,39.0,40.0,37.0,41.0,43.0,61280,True
M_2014_139_1273_1397,M,2014,139,NCAATourney,0,1,1,1397,1273,83,63,20,146,N,1,0,0,0,0,0,Y11b,11.0,Y,Y14,14.0,Y,cuonzo_martin,bob_hoffman,33.70967741935484,34.0,6.0,58.0,93.72131147540983,94.0,44.0,185.0,27,55,6,22,23,26,18,23,15,7,2,0,14,24,53,8,22,7,9,7,12,11,6,3,4,21,0.0,154.0,0.0,154.0,133.0,62.0,3.0,21.0,31.0,48.0,14.0,42.0,15.0,11.0,42.0,25.0,25.0,133.0,61.0,0.0,0.0,95.0,93.0,96.0,105.0,94.0,95.0,81.0,89.0,97.0,61281,True
M_2014_139_1372_1417,M,2014,139,NCAATourney,0,1,1,1417,1372,77,60,17,137,N,1,0,0,0,0,0,X04,4.0,X,X12,12.0,X,steve_alford,brad_underwood,16.015384615384615,15.0,7.0,27.0,60.854838709677416,62.0,4.0,126.0,29,53,4,14,15,23,4,26,22,3,3,3,17,20,57,7,27,13,16,12,24,11,8,1,1,23,0.0,154.0,0.0,154.0,133.0,65.0,10.0,62.0,16.0,15.0,8.0,9.0,11.0,18.0,14.0,15.0,12.0,133.0,62.0,1.0,4.0,72.0,49.0,77.0,43.0,113.0,55.0,52.0,82.0,72.0,61282,True
M_2014_143_1112_1361,M,2014,143,NCAATourney,0,1,1,1112,1361,70,64,6,134,N,1,0,0,0,0,0,Z01,1.0,Z,Z04,4.0,Z,sean_miller,steve_fisher,2.3846153846153846,2.0,1.0,6.0,16.76923076923077,16.0,3.0,34.0,23,48,5,12,19,25,10,19,14,7,2,4,16,21,54,4,14,18,23,18,19,4,10,2,2,20,0.0,154.0,0.0,154.0,133.0,65.0,65.0,65.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,133.0,65.0,13.0,55.0,17.0,11.0,28.0,13.0,30.0,21.0,15.0,22.0,22.0,61283,True
M_2014_143_1124_1458,M,2014,143,NCAATourney,0,1,1,1458,1124,69,52,17,121,N,1,0,0,0,0,0,Z02,2.0,Z,Z06,6.0,Z,bo_ryan,scott_drew,9.36923076923077,9.0,1.0,17.0,29.3015873015873,29.0,14.0,52.0,26,51,6,16,11,20,8,31,18,10,1,6,16,18,57,2,15,14,18,11,22,10,6,5,3,16,0.0,154.0,0.0,154.0,133.0,65.0,38.0,65.0,5.0,7.0,12.0,11.0,9.0,13.0,6.0,9.0,9.0,133.0,63.0,0.0,16.0,24.0,28.0,30.0,26.0,27.0,31.0,30.0,29.0,30.0,61284,True
M_2014_143_1173_1390,M,2014,143,NCAATourney,0,1,1,1173,1390,82,72,10,154,N,1,0,0,0,0,0,X11,11.0,X,X10,10.0,X,archie_miller,johnny_dawkins,50.47540983606557,50.0,32.0,73.0,39.63934426229508,38.0,25.0,63.0,28,58,8,23,18,26,10,25,19,10,8,1,25,22,58,5,21,23,33,15,20,10,12,7,5,24,0.0,154.0,0.0,154.0,133.0,61.0,0.0,0.0,54.0,40.0,55.0,52.0,56.0,51.0,43.0,58.0,54.0,133.0,61.0,0.0,1.0,36.0,38.0,35.0,35.0,41.0,36.0,41.0,33.0,32.0,61285,True
M_2014_143_1196_1417,M,2014,143,NCAATourney,0,1,1,1196,1417,79,68,11,147,N,1,0,0,0,0,0,X01,1.0,X,X04,4.0,X,billy_donovan,steve_alford,2.0923076923076924,2.0,1.0,10.0,16.015384615384615,15.0,7.0,27.0,29,58,8,21,13,18,10,30,22,12,4,5,15,27,64,3,18,11,15,8,22,12,8,8,4,19,0.0,154.0,0.0,154.0,133.0,65.0,65.0,65.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,133.0,65.0,10.0,62.0,16.0,15.0,8.0,9.0,11.0,18.0,14.0,15.0,12.0,61286,True
M_2014_144_1163_1235,M,2014,144,NCAATourney,0,1,1,1163,1235,81,76,5,157,N,1,0,0,0,0,0,W07,7.0,W,W03,3.0,W,kevin_ollie,fred_hoiberg,22.907692307692308,22.0,10.0,38.0,12.676923076923076,12.0,5.0,40.0,26,50,9,19,20,22,5,26,9,9,5,4,15,32,69,6,16,6,15,17,19,14,9,4,3,17,0.0,154.0,0.0,154.0,133.0,65.0,1.0,46.0,21.0,26.0,21.0,18.0,16.0,26.0,22.0,24.0,29.0,133.0,65.0,28.0,63.0,9.0,6.0,16.0,7.0,20.0,23.0,7.0,13.0,14.0,61287,True
M_2014_144_1246_1257,M,2014,144,NCAATourney,0,1,1,1246,1257,74,69,5,143,N,1,0,0,0,0,0,Y08,8.0,Y,Y04,4.0,Y,john_calipari,rick_pitino,21.904761904761905,22.0,8.0,37.0,6.507692307692308,5.0,1.0,20.0,24,55,4,14,22,27,15,22,8,12,5,2,19,26,53,4,15,13,23,11,18,11,10,6,3,24,0.0,154.0,0.0,154.0,133.0,63.0,2.0,46.0,18.0,22.0,19.0,25.0,26.0,17.0,17.0,18.0,16.0,133.0,65.0,50.0,65.0,11.0,16.0,1.0,5.0,1.0,2.0,19.0,2.0,2.0,61288,True
M_2014_144_1276_1397,M,2014,144,NCAATourney,0,1,1,1276,1397,73,71,2,144,N,1,0,0,0,0,0,Y02,2.0,Y,Y11b,11.0,Y,john_beilein,cuonzo_martin,12.015384615384615,11.0,4.0,26.0,33.70967741935484,34.0,6.0,58.0,27,49,11,20,8,10,6,20,14,13,5,1,13,30,57,3,11,8,14,11,17,11,7,7,8,13,0.0,154.0,0.0,154.0,133.0,65.0,28.0,64.0,10.0,13.0,13.0,10.0,7.0,15.0,11.0,10.0,13.0,133.0,62.0,3.0,21.0,31.0,48.0,14.0,42.0,15.0,11.0,42.0,25.0,25.0,61289,True
M_2014_144_1277_1438,M,2014,144,NCAATourney,0,1,1,1277,1438,61,59,2,120,N,1,0,0,0,0,0,W04,4.0,W,W01,1.0,W,tom_izzo,tony_bennett,12.092307692307692,12.0,5.0,24.0,7.184615384615385,7.0,3.0,14.0,21,47,5,14,14,18,7,25,13,10,5,4,16,20,57,6,18,13,17,14,21,10,6,5,4,16,0.0,154.0,0.0,154.0,133.0,65.0,24.0,65.0,7.0,12.0,10.0,6.0,5.0,10.0,18.0,8.0,10.0,133.0,65.0,56.0,65.0,6.0,9.0,4.0,3.0,3.0,4.0,8.0,5.0,7.0,61290,True
M_2014_145_1112_1458,M,2014,145,NCAATourney,0,1,1,1458,1112,64,63,1,127,N,1,0,0,0,0,1,Z02,2.0,Z,Z01,1.0,Z,bo_ryan,sean_miller,9.36923076923077,9.0,1.0,17.0,2.3846153846153846,2.0,1.0,6.0,24,61,6,17,10,12,13,25,11,8,3,0,15,23,59,5,12,12,17,13,26,8,7,2,5,17,0.0,154.0,0.0,154.0,133.0,65.0,38.0,65.0,5.0,7.0,12.0,11.0,9.0,13.0,6.0,9.0,9.0,133.0,65.0,65.0,65.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,61291,True
M_2014_145_1173_1196,M,2014,145,NCAATourney,0,1,1,1196,1173,62,52,10,114,N,1,0,0,0,0,0,X01,1.0,X,X11,11.0,X,billy_donovan,archie_miller,2.0923076923076924,2.0,1.0,10.0,50.47540983606557,50.0,32.0,73.0,18,48,5,15,21,28,12,25,10,7,5,5,10,19,48,8,18,6,8,5,21,11,9,5,5,19,0.0,154.0,0.0,154.0,133.0,65.0,65.0,65.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,133.0,61.0,0.0,0.0,54.0,40.0,55.0,52.0,56.0,51.0,43.0,58.0,54.0,61292,True
M_2014_146_1163_1277,M,2014,146,NCAATourney,0,1,1,1163,1277,60,54,6,114,N,1,0,0,0,0,0,W07,7.0,W,W04,4.0,W,kevin_ollie,tom_izzo,22.907692307692308,22.0,10.0,38.0,12.092307692307692,12.0,5.0,24.0,17,49,5,22,21,22,7,23,8,8,7,3,12,18,46,11,29,7,8,6,26,13,16,5,3,16,0.0,154.0,0.0,154.0,133.0,65.0,1.0,46.0,21.0,26.0,21.0,18.0,16.0,26.0,22.0,24.0,29.0,133.0,65.0,24.0,65.0,7.0,12.0,10.0,6.0,5.0,10.0,18.0,8.0,10.0,61293,True
M_2014_146_1246_1276,M,2014,146,NCAATourney,0,1,1,1246,1276,75,72,3,147,N,1,0,0,0,0,0,Y08,8.0,Y,Y02,2.0,Y,john_calipari,john_beilein,21.904761904761905,22.0,8.0,37.0,12.015384615384615,11.0,4.0,26.0,31,58,7,11,6,11,17,18,8,11,2,6,14,27,57,7,18,11,14,14,10,11,7,4,1,14,0.0,154.0,0.0,154.0,133.0,63.0,2.0,46.0,18.0,22.0,19.0,25.0,26.0,17.0,17.0,18.0,16.0,133.0,65.0,28.0,64.0,10.0,13.0,13.0,10.0,7.0,15.0,11.0,10.0,13.0,61294,True
M_2014_152_1163_1196,M,2014,152,NCAATourney,0,1,1,1163,1196,63,53,10,116,N,1,0,0,0,0,0,W07,7.0,W,X01,1.0,X,kevin_ollie,billy_donovan,22.907692307692308,22.0,10.0,38.0,2.0923076923076924,2.0,1.0,10.0,24,43,5,12,10,13,5,23,12,13,6,4,16,19,49,1,10,14,20,12,15,3,11,3,1,14,0.0,154.0,0.0,154.0,133.0,65.0,1.0,46.0,21.0,26.0,21.0,18.0,16.0,26.0,22.0,24.0,29.0,133.0,65.0,65.0,65.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,61295,True
M_2014_152_1246_1458,M,2014,152,NCAATourney,0,1,1,1246,1458,74,73,1,147,N,1,0,0,0,0,0,Y08,8.0,Y,Z02,2.0,Z,john_calipari,bo_ryan,21.904761904761905,22.0,8.0,37.0,9.36923076923077,9.0,1.0,17.0,29,58,2,5,14,21,11,21,9,4,4,1,17,23,50,8,20,19,20,6,21,11,8,4,3,18,0.0,154.0,0.0,154.0,133.0,63.0,2.0,46.0,18.0,22.0,19.0,25.0,26.0,17.0,17.0,18.0,16.0,133.0,65.0,38.0,65.0,5.0,7.0,12.0,11.0,9.0,13.0,6.0,9.0,9.0,61296,True
M_2014_154_1163_1246,M,2014,154,NCAATourney,0,1,1,1163,1246,60,54,6,114,N,1,0,0,0,0,0,W07,7.0,W,Y08,8.0,Y,kevin_ollie,john_calipari,22.907692307692308,22.0,10.0,38.0,21.904761904761905,22.0,8.0,37.0,22,53,6,19,10,10,8,26,8,10,9,4,17,18,46,5,16,13,24,10,23,11,13,6,5,10,0.0,154.0,0.0,154.0,133.0,65.0,1.0,46.0,21.0,26.0,21.0,18.0,16.0,26.0,22.0,24.0,29.0,133.0,63.0,2.0,46.0,18.0,22.0,19.0,25.0,26.0,17.0,17.0,18.0,16.0,61297,True
M_2015_134_1140_1279,M,2015,134,NCAATourney,0,1,1,1279,1140,94,90,4,184,N,1,0,0,0,0,0,Z11b,11.0,Z,Z11a,11.0,Z,andy_kennedy,dave_rose,49.16949152542373,47.0,34.0,69.0,33.40677966101695,32.0,18.0,49.0,36,80,7,23,15,23,16,27,24,7,7,6,21,28,58,15,29,19,27,6,33,22,15,0,2,23,0.0,154.0,0.0,154.0,133.0,59.0,0.0,0.0,47.0,54.0,52.0,44.0,50.0,44.0,60.0,51.0,45.0,133.0,59.0,0.0,9.0,38.0,37.0,28.0,31.0,28.0,31.0,36.0,36.0,31.0,66652,True
M_2015_134_1214_1264,M,2015,134,NCAATourney,0,1,1,1214,1264,74,64,10,138,N,1,0,0,0,0,0,Y16a,16.0,Y,Y16b,16.0,Y,edward_joyner,steve_masiello,252.56896551724137,255.0,152.0,292.0,149.72413793103448,155.0,79.0,181.0,26,53,3,7,19,34,6,31,20,14,6,3,19,23,62,6,25,12,21,12,29,15,17,5,3,25,0.0,154.0,0.0,154.0,133.0,58.0,0.0,0.0,277.0,257.0,292.0,221.0,241.0,250.0,251.0,266.0,249.0,133.0,58.0,0.0,0.0,168.0,158.0,155.0,127.0,100.0,146.0,168.0,159.0,155.0,66653,True
M_2015_135_1129_1173,M,2015,135,NCAATourney,0,1,1,1173,1129,56,55,1,111,N,1,0,0,0,0,0,W11b,11.0,W,W11a,11.0,W,archie_miller,leon_rice,42.50847457627118,42.0,24.0,76.0,46.7,47.5,21.0,76.0,20,42,7,21,9,14,3,22,13,11,4,1,14,22,55,6,20,5,10,12,21,10,9,5,1,18,0.0,154.0,0.0,154.0,133.0,59.0,0.0,1.0,42.0,28.0,51.0,39.0,62.0,40.0,32.0,48.0,43.0,133.0,60.0,0.0,1.0,52.0,48.0,48.0,53.0,48.0,39.0,40.0,45.0,56.0,66654,True
M_2015_135_1316_1352,M,2015,135,NCAATourney,0,1,1,1352,1316,81,77,4,158,N,1,0,0,0,0,0,X16b,16.0,X,X16a,16.0,X,andrew_toole,matthew_driscoll,173.4655172413793,173.0,124.0,199.0,143.5,145.0,81.0,192.0,28,62,4,16,21,33,11,20,11,5,12,2,21,25,52,9,22,18,26,13,29,15,19,1,4,23,0.0,154.0,0.0,154.0,133.0,58.0,0.0,0.0,179.0,164.0,170.0,159.0,165.0,173.0,171.0,183.0,176.0,133.0,58.0,0.0,0.0,154.0,161.0,111.0,132.0,141.0,127.0,162.0,143.0,137.0,66655,True
